flat_id	rooms	studio	total_area	living_area	kitchen_area	refit	prepayment	view_from_windows	balconies	floor	floors	deposit	utility_bills	ceiling_height	gaz	garbage_chute	building_year	walls	ceiling_type	rent	можно с детьми	микроволновая печь	интернет	парк	закрытая территория	кондиционер	стиральная машина	холодильник	посудомоечная машина	мебель в комнатах	можно с животными	плита	мебель на кухне	телевизор	фитнес
2061710356	0	1	16.0	12.0						15	18	34000	no	2.5	0	0	2019	mono	ferroc	34000	1	0	1	0	0	1	0	1	0	1	0	0	1	1	0
2062110419	1	0	38.0	20.0	18.0	euro			1	3	24	35000			0	0	2020	mixed	ferroc	35000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2061606533	2	0	77.0	30.0	35.0	design			1	10	14	250000	yes		0	0	2006	mono	ferroc	220000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2060903386	0	1	20.0	14.0		euro	1	yard		1	5	29000	no		1	0	1908	brick	mixed	29000	0	0	1	0	0	0	1	1	0	1	1	1	1	0	0
2062064934	2	0	56.8	32.0	12.0	euro	50000	yard	1	17	17	50000	no		0	1	2008	mono	ferroc	50000	1	0	1	0	0	0	1	1	0	1	1	0	1	0	0
2061446735	2	0	65.0	38.0	14.0		85000			7	9	85000	no	3.0	0	1	2006	mono	ferroc	85000	0	0	1	0	0	1	1	1	1	1	0	0	1	1	0
2061381745	2	0	48.0	25.0	10.0	euro			1	4	12	110000	no		0	0	2022	mixed	ferroc	110000	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
2056137743	0	1	23.0			design		both		13	20	27000	no	2.7	1	0	2022	mixed	ferroc	30000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1874741926	1	0	35.0	22.0	7.0	design		yard		6	9	45000	no	3.0	1	1	1974	panel	ferroc	45000	0	1	1	1	0	0	1	1	0	1	0	1	1	1	1
2061897497	0	1	27.1	15.0	5.0	euro			1	4	23	29000	no	2.7	0	1	2013	mono	ferroc	29000	0	0	1	0	0	0	1	1	1	1	0	0	1	0	0
2062071710	1	0	32.5	15.4	9.3					1	5			2.56	1	0	2013	mono	ferroc	28000	0	0	1	0	0	0	0	1	0	1	0	0	1	1	0
2060902636	0	1	20.0	15.0		euro		yard		2	5				1	0	1908	brick	mixed	29000	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
2061733341	2	0	50.0	28.0	10.0	euro		both		5	5	65000	no		1	0	1938	brick	mixed	65000	1	0	1	0	0	0	1	1	0	1	1	0	0	0	0
2061445143	1	0	58.9	17.0	10.8	euro		street		6	10	35000	no	2.7	1	1	2005	panel	ferroc	35000	1	0	1	0	0	0	1	1	1	1	0	0	0	1	0
2061736997	1	0	36.0	24.0	10.0					2	10	32000		2.6	0	0	2020	brick	ferroc	32000	0	0	1	0	0	0	1	1	0	1	0	0	1	1	0
2061976207	3	0	88.0	50.0	13.0	euro		street	1	15	24	78000	no		1	1	2002	mono	ferroc	78000	1	0	1	0	0	0	1	1	1	1	1	0	0	1	0
2061708534	3	0	85.0	52.0	20.0	euro		both	1	9	27	85000	no		1	1	2016	brick	ferroc	85000	1	0	1	0	0	0	1	1	1	1	1	0	0	1	0
2061848655	0	1	27.0	20.0	7.0	design	нет	yard		3	13	42000	by_counters	2.7	1	0	2022	panel	ferroc	42000	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1
2061829639	2	0	55.7	30.0	10.0	euro		yard		4	19	60000			0	1	2013	mono	ferroc	60000	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0
2061710359	0	1	19.0	13.0						8	18	35000	no	2.5	0	0	2019	mono	ferroc	35000	1	0	1	0	0	1	0	1	0	1	0	0	1	1	0
2061608441	1	0	45.0	20.0	12.0	design			1	13	22	75000	no		0	0	2018	mixed	ferroc	75000	0	0	1	0	0	1	1	1	1	1	0	0	1	1	0
2061381729	3	0	85.0	52.0	13.0	design		both		11	20	250000	yes	2.5	0	1	2015	mono	ferroc	230000	1	0	1	0	0	0	1	1	1	1	0	0	1	0	0
2061550842	2	0	50.0	27.0	10.0	design		yard		7	9	160000	no		1	0	2022	mixed	ferroc	160000	0	0	1	0	0	1	1	1	1	1	0	0	0	1	0
2061738556	3	0	78.0	50.0	9.0	cosm	1	street	1	6	6	90000	no		0	0	1798	brick	mixed	80000	1	0	1	0	0	0	1	1	1	1	1	0	1	0	0
2061083794	0	1	33.0	18.0	1.0	euro		yard		12	14	28000	no		1	1	2008	brick	ferroc	28000	0	0	1	0	0	0	1	1	0	1	0	0	0	1	0
2062054956	2	0	50.0	32.0	12.0	design			1	11	15	130000	yes		0	0	2018	mono	ferroc	130000	1	0	1	0	0	0	1	1	1	1	1	0	1	0	0
2061713143	1	0	37.0			cosm	1	street	1	5	22	35000			0	1	2016	brick	mixed	37000	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0
2061884421	0	1	33.0	24.0	24.0	euro			1	2	8	51900			0	0	2022	brick	ferroc	51900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2061680126	2	0	63.0	28.0	10.0	design			1	8	10	100000	no		0	0	2023	mono	ferroc	100000	0	0	1	0	0	0	1	1	1	1	0	0	1	1	0
2062051649	3	0	105.0	68.0	14.0	euro	1	both	1	16	16	100000	no	2.7	0	1	2001	mono	ferroc	100000	1	0	1	0	0	0	1	1	1	1	0	0	1	0	0
2061671679	0	1	23.0	19.0						10	18	42000	no	2.5	0	0	2019	mono	ferroc	42000	1	0	1	0	0	1	1	1	0	1	0	0	1	1	0
2061210046	0	1	31.9	17.0	5.0		65000			13	22	65000	no		0	1	2013	mono	ferroc	65000	0	0	1	0	0	0	1	1	1	1	0	0	1	0	0
2061091300	0	1	23.0	16.0	4.0					1	6	27000	no		0	0	2018	mono	ferroc	27000	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0
2059968005	0	1	26.8	18.5		euro		yard	1	13	14	20000			0	0	2023	mixed	ferroc	20000	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0
2061363531	4	0	200.0	108.0	16.0	design		street		6	4	160000	yes		1	0	1883	brick	wood	160000	1	0	1	0	0	0	1	1	1	1	0	0	0	1	0
2061508239	1	0	49.0	33.0	10.0	cosm	1	yard	1	10	12	25000	no	2.7	1	1	1993	panel		25000	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0
2061858263	3	0	100.0	51.0	12.0	design		both		7	9	200000	no		1	0	2016	mono	ferroc	200000	1	0	1	0	0	0	1	1	1	1	0	0	0	1	0
2061328968	1	0	44.0	15.5	20.0	cosm		yard	1	7	18	35000	no	2.85	1	0	2023	mono	ferroc	35000	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0
2061111773	2	0	68.0	30.0	16.0	euro		yard	2	6	16	65000	no		1	1	2015	mono	ferroc	65000	1	0	1	0	0	0	1	1	1	1	0	0	0	1	0
2059965015	2	0	51.0	30.6	7.1	cosm	1	yard	1	3	9	25000	no	2.5	1	1	1977	panel	mixed	35000	1	0	0	1	0	0	0	1	0	1	0	1	0	0	1
2061332460	1	0	40.0	20.0	15.0	design			1	6	4	69000	no		0	0	1906	brick	wood	69000	0	0	1	0	0	0	1	1	0	1	0	0	1	0	0
2062115981	0	1	22.0			euro	1	street		11	25	25000			0	0	2023	panel	ferroc	26500	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0
2060969395	0	1	25.0	20.0	5.0	euro		street		7	29	20000	no		1	0	2022	mono	ferroc	40000	1	0	1	0	0	0	1	1	0	1	0	0	0	1	0
2061192899	1	0	41.0	21.0	18.0	euro		street	1	5		50000		2.7	1	0				50000	1	1	1	1	1	0	1	1	0	1	0	1	1	1	1
2061731488	3	0	174.2	94.2	24.6	design		yard	2	10	25	105000	no		1	1	2006	brick	ferroc	105000	1	0	1	0	0	1	1	1	1	1	0	0	0	1	0
2061956855	3	0	80.0	54.0	10.0	euro		street	1	6	17	65000	no		1	1	2006	mono	ferroc	65000	1	0	1	0	0	1	1	1	0	1	1	0	0	1	0
2061556514	1	0	45.0			euro	1	both	1	4	16				0	1	2008	mono	ferroc	46000	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0
2061433191	1	0	46.0	20.0	8.0	euro		street		2	5	70000	no		1	0	1846	brick	mixed	70000	1	0	1	0	0	1	1	1	0	1	1	0	0	1	0
2061671677	0	1	24.0	21.0						16	18	42000	no	2.5	0	0	2019	mono	ferroc	42000	1	0	1	0	0	1	1	1	0	1	0	0	1	1	0
2060712339	1	0	38.0	19.2	12.2	euro		yard	1	2	12	55000			0	0	2022	brick	ferroc	55000	1	0	1	0	0	0	1	1	1	1	1	0	1	1	0
2061077471	0	1	31.0	20.0		design		yard		8	9	80000	no		1	0	2021	mixed	ferroc	80000	1	0	1	0	0	1	1	1	1	1	1	0	0	1	0
2061271516	3	0	59.0	35.0	14.0	design				3	5	110000	yes		0	0	1901	brick	mixed	110000	0	0	1	0	0	0	1	1	0	1	0	0	1	1	0
2061364047	2	0	52.0			cosm	1	yard		2	5				0	0	1954	brick	ferroc	49500	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0
2061381182	0	1	27.0			design				6	10	80000	yes		0	0	2020	mono	ferroc	80000	1	0	1	0	0	0	1	1	0	1	1	0	1	0	0
2061882144	1	0	29.0	16.0	5.0	euro	нет	yard	1	11	15		no	2.6	0	0	2024	mixed	ferroc	21400	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
2062108752	2	0	52.0			cosm	1	both	1	2	4	48000			1	0	1958	brick	ferroc	50500	1	0	0	0	0	0	1	1	0	0	1	0	0	1	0
2061648737	3	0	101.0	62.0	18.0	euro			1	3	25	115000	no		0	1	2010	mono	ferroc	115000	1	0	1	0	0	0	1	1	1	0	0	0	0	0	0
2062064788	2	0	58.0			cosm	1	street	1	3	6	66000			0	0	1950	brick	ferroc	69500	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0
2062119383	1	0	36.6	13.8	15.2	euro		yard	1	10	14				0	0	2022	mixed	ferroc	70000	0	0	1	0	0	0	1	1	0	1	0	0	1	1	0
2061381329	1	0	40.0	28.0	12.0	euro		yard		5	12	55000	no		0	0	2006	brick	ferroc	80000	1	0	1	0	0	0	1	1	0	1	0	0	1	0	0
2061765305	2	0	89.0	50.0	12.0	euro		yard		5		65000	no		1	0	1870	brick		65000	1	0	1	0	0	0	1	1	0	1	1	0	0	1	0
2061932950	3	0	87.0	34.7	26.4	design		yard	1	8	13	135000	no	2.75	1	1	2015	mono	ferroc	135000	1	0	1	0	0	1	1	1	1	1	0	0	0	1	0
2062054958	2	0	77.0		27.0	design		both		3	9	350000	yes		0	0	2021	mono	ferroc	350000	1	0	1	0	0	0	1	1	1	1	0	0	1	0	0
2061987121	0	1	27.0			design	1	street	1	2	13				0	0	2022	mixed	ferroc	49500	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0
2060183010	0	1	19.5	15.0	2.0	euro		street		2	20	29100	no		1	0	2022	mixed	ferroc	30000	1	0	1	0	0	0	1	1	0	1	1	0	0	1	0
2060388708	1	0	35.0	13.0	15.0	design				3	8	75000	no		0	0		brick		75000	0	0	1	0	0	1	1	1	1	1	0	0	1	1	0
2060323684	3	0	100.0	70.0	16.0	euro	1	yard		5	6	90000	no		1	0	1798	brick	mixed	90000	1	1	1	0	0	1	1	1	1	1	0	1	1	1	0
2061523524	1	0	31.0	20.0	5.5	cosm		yard	1	2	5	30000			0	0	1966	panel	ferroc	30000	1	0	1	0	0	0	1	1	0	1	0	0	1	0	0
2061363665	1	0	42.0	20.0	10.0	euro		yard	1	2	11	95000	no		1	1	2017	mono	ferroc	95000	1	0	1	0	0	0	1	1	1	1	1	0	0	1	0
2061825079	3	0	80.0	55.0	9.0	euro				4	5	80000	no		1	0	1879	brick	mixed	80000	0	0	1	0	0	0	1	1	0	1	0	0	1	1	0
2061798198	1	0	37.7	20.0	10.0	euro			1	4	25	50000			0	1	2017	mono	ferroc	50000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2061527087	1	0	46.0	25.0	10.0	design		street		5	9	110000	no		1	0	2018	block	ferroc	110000	0	0	1	0	0	0	1	1	0	1	0	0	0	1	0
2061671683	0	1	29.0	19.0						16	18	44000	no	2.5	0	0	2019	mono	ferroc	44000	1	0	1	0	0	1	1	1	0	1	0	0	1	1	0
2061880882	1	0	36.0	16.0	9.0	cosm	32000	yard		19	19	32000	no		1	0	2017	brick	ferroc	32000	0	0	1	0	0	0	1	1	0	1	0	0	1	0	0
2062083369	0	1	17.5	15.0	3.0	euro				2	3	34000			1	0	1917	brick	mixed	34000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2061776770	4	0	170.0	101.0	22.0	design		both		7	10	430000	no		1	0	2017	mono	ferroc	430000	1	0	1	0	0	0	1	1	1	1	0	0	0	1	0
2061316493	0	1	23.0			euro	1	yard	1	2	19				0	0	2023	brick	ferroc	43000	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0
2061671684	1	0	34.5	19.3						7	18	60000	no	2.5	0	0	2019	mono	ferroc	60000	1	0	1	0	0	1	1	1	1	1	1	0	1	1	0
2061671671	0	1	29.0	24.6						7	18	44000	no	2.5	0	0	2019	mono	ferroc	44000	1	0	1	0	0	1	1	1	0	1	0	0	1	1	0
2059209087	3	0	57.2	38.0	5.0		нет	yard	1	5	9		yes	2.48	0	1	1977	panel	ferroc	65000	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
2059427140	3	0	176.0	78.0	18.0	design		yard	2	16	25	500000	no		1	1	2007	mono	ferroc	500000	1	0	1	0	0	1	1	1	1	1	0	0	0	1	0
2060930351	0	1	21.8	14.0	4.0	euro	1	street	1	14	15	37000	by_counters	2.7	1	0	2020	mono	ferroc	37000	0	1	0	1	0	0	1	1	1	1	0	1	1	0	1
2061522495	1	0	47.0	25.0	9.0	cosm				1	5	47000	no	3.0	0	0	1905	brick	mixed	47000	0	0	0	0	0	0	1	1	0	1	0	0	1	1	0
2061766348	0	1	28.2		28.2	euro			1	10	14	45000			0	0	2022	mixed	ferroc	45000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2062064793	1	0	38.0			cosm	1	yard	1	8	18				0	0	2022	brick		54500	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
2062104197	2	0	50.0		15.0	euro			1	15	19	65000	no		0	0	2019	mono	ferroc	65000	1	0	1	0	0	0	1	1	1	1	0	0	1	0	0
2061423596	2	0	46.0			cosm	1	yard	1	1	9				0	0	1980	panel	ferroc	42000	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0
2060704094	0	1	17.0	15.0	2.0	design		yard		8	18	33000	no		1	0	2020	mono	ferroc	33000	1	0	1	0	0	1	1	1	0	1	0	0	0	1	0
2062118753	0	1	27.0	20.0		euro		yard		4	8	41000	no		1	0	2018	ferroc	ferroc	41000	1	0	1	0	0	0	1	1	0	1	0	0	0	1	0
2061381018	3	0	86.0	42.0	15.0	euro		both		4	6	130000	no	3.4	1	0	1917	brick	mixed	130000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2061672233	3	0	66.0	43.0	6.0	cosm				6	6	50000	no	3.0	1	0	1950	brick	ferroc	50000	1	1	1	0	0	0	1	1	0	1	0	1	1	1	0
2061867641	2	0	81.0			design	1	both		4	6				0	0	1912	brick	mixed	109000	0	0	0	0	0	0	1	1	1	0	1	0	0	1	0
2060704095	0	1	34.0	15.0	5.0	euro		street		4	11	58000	no		1	0	2020	mono	ferroc	50000	1	0	1	0	0	1	1	1	1	1	0	0	0	1	0
2061635855	0	1	28.3	19.5						15	18	48000	no	2.5	0	0	2019	mono	ferroc	48000	1	0	1	0	0	1	1	1	1	1	1	0	1	1	0
2061923617	0	1	30.0	12.0	4.0	euro				6	12	45000			0	0	2019	mixed	ferroc	45000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2061737384	1	0	39.4	14.2	11.0	euro		yard	1	9	15	52000	no		1	0	2016	mono	ferroc	52000	1	0	1	0	0	0	1	1	1	1	0	0	0	1	0
2061923646	4	0	165.0	90.0	16.0	design		yard		8	8	700000	no	4.0	0	0	2019	mono	ferroc	700000	1	0	1	0	0	0	1	1	1	1	1	0	1	0	0
2061949457	2	0	56.0	38.0	8.0	cosm		yard		4	5	50000	no		1	0	1940	brick	wood	50000	1	0	1	0	0	0	1	1	0	1	1	0	0	1	0
2062086840	1	0	35.0	15.0	11.0	cosm			1	10	15		no	2.8	0	0	2021	mixed	ferroc	28000	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0
2061946679	0	1	30.0	15.0		cosm	1	yard	1	5	17	24000	no		1	1	2007	mono	ferroc	24000	0	0	1	1	0	0	1	1	0	1	0	1	1	1	1
2061671670	0	1	29.0	24.6						3	18	44000	no	2.5	0	0	2019	mono	ferroc	44000	1	0	1	0	0	1	1	1	0	1	0	0	1	1	0
1814318570	2	0	45.0	32.0	7.0	cosm	нет	both		5	5		by_counters		1	0	1961	panel	ferroc	40000	1	1	1	1	0	0	1	1	0	1	1	1	1	1	0
2061835268	0	1	25.0	10.0	5.0	design		street	1	5	13	60000	no		0	0	2022	mixed	ferroc	60000	1	0	0	0	0	0	1	1	1	1	1	0	1	0	0
2061098043	1	0	33.0	16.0	12.0	design		street		9	20	65000	no		1	0	2022	mixed	ferroc	65000	0	0	1	0	0	0	1	1	1	1	0	0	0	1	0
2061380961	1	0	65.0	30.0	20.0	euro		street	1	9	12	70000	no		0	0	2021	mixed	ferroc	70000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2061974116	0	1	25.0	15.0	5.0	euro		street	1	7	25	30000	no		1	0	2020	brick	ferroc	30000	1	0	1	0	0	0	1	1	0	1	1	0	0	0	0
2061710367	0	1	26.0	21.0						7	18	44000	no	2.5	0	0	2019	mono	ferroc	44000	1	0	1	0	0	1	0	1	0	1	0	0	1	1	0
2061923625	2	0	51.0	28.0	18.0	euro			1	31	36	53500			0	1	2012	mono	ferroc	53500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2061881555	3	0	90.0	60.0	28.0	design		yard	1	4	9	180000			0	0	2020	mono	ferroc	180000	1	0	1	0	0	1	1	1	1	1	0	0	1	1	0
2061711674	0	1	23.7	18.3	5.0	cosm		yard		6	29	30000	no		1	0	2022	mono	ferroc	30000	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
2061243276	1	0	32.6	10.2	15.6	euro		yard	1	4	5	35000			0	0	2024	mixed	ferroc	35000	1	0	1	0	0	0	1	1	0	1	0	0	1	1	0
2061979896	2	0	57.7		9.7	euro			1	4	23	40000			0	0	2019	mono	ferroc	40000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2061974589	2	0	44.9	30.2	7.1				1	4	5	35000	no		1	0	1965	panel	ferroc	35000	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0
2062104361	3	0	70.0	45.0	15.0	euro				4	8	170000	yes		0	0	2021	mono	ferroc	170000	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
2061867421	1	0	43.0	20.0	14.0	euro		yard	1	6	10	63000	no		1	0	2020	mono	ferroc	63000	1	0	1	0	0	0	1	1	0	1	0	0	0	1	0
2061796138	3	0	90.0	65.0	10.0	euro		street		5	5	150000	no		1	0	1895	brick	mixed	150000	1	0	1	0	0	1	1	1	1	1	1	0	0	1	0
2061762218	3	0	62.0	45.0	6.0	euro	1			8	9	65000	yes		0	1	2003	brick	ferroc	65000	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
2062082882	1	0	34.9	9.9	17.4	cosm		both		2	26	35000	no		1	0	2023	mixed	ferroc	35000	1	0	1	0	0	0	1	1	0	1	1	0	0	0	0
2062088123	3	0	88.0			cosm	1	both	1	16	21	85000			0	1	2014	mono	ferroc	89500	1	0	0	0	0	0	1	1	1	0	1	0	0	1	0
2062116603	2	0	60.0	35.0	15.0	design				1	4	70000	no		0	0	2015	mixed	ferroc	70000	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0
2061780030	4	0	113.0	76.0	24.0	cosm	1	street		3	4	45000	no		1	0	1916	brick		45000	1	1	1	0	1	0	1	1	0	1	1	1	1	0	0
2062064707	1	0	38.0	18.0	13.0	euro		street		18	23	55000	no		1	0	2019	brick	ferroc	55000	0	0	1	0	0	0	1	1	1	1	0	0	0	1	0
2062066159	3	0	120.0		20.0	euro			1	3	5	50000			0	0	1899	brick	mixed	100000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2061671676	0	1	24.0	21.0						10	18	42000	no	2.5	0	0	2019	mono	ferroc	42000	1	0	1	0	0	1	1	1	0	1	0	0	1	1	0
2061732659	1	0	38.0	12.0	12.0		50000		1	10	13		no		0	1	2010	brick	ferroc	50000	0	0	1	0	0	0	1	1	0	1	0	0	1	1	0
2061974587	1	0	42.3	18.6	12.3				1	11		40000	no		1	0				40000	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0
2061728996	3	0	85.0		14.0	euro				4	10	84900			0	0	1957	brick	ferroc	84900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2061796139	0	1	25.0	20.0	2.0	design		street		11	27	33000	no		1	0	2025			33000	1	0	1	0	0	1	0	1	0	1	1	0	0	1	0
2062083368	0	1	26.0	15.0	5.0	euro			1	5	16	42000			0	0	2014	mono	ferroc	42000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2061525220	2	0	70.0	18.0	20.0	euro			1	9	14	150000	no		0	0	2023	brick	ferroc	150000	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
2061733346	2	0	75.0	40.0	18.0	euro		street	1	18	25	75000	yes		1	0	2020	mono	ferroc	75000	1	0	1	0	0	1	1	1	1	1	1	0	0	0	0
2060416379	1	0	32.0	20.0	10.0	euro		yard		2	9	52000	no		1	0	2020	mono	ferroc	52000	1	0	1	0	0	0	1	1	1	1	0	0	0	1	0
2061616545	4	0	147.0	90.0	35.0	design				4	9	550000	no		0	0	2007	mono	ferroc	370000	1	0	1	0	0	0	1	1	1	1	0	0	0	0	0
2061467276	2	0	58.0	33.0	15.0	design	1			10	14	150000	no		0	0	2023	brick	ferroc	100000	0	0	1	0	0	0	1	1	1	1	0	0	1	0	0
2061754170	3	0	143.0	80.0	60.0	euro		street	1	15	16	140000	no		1	1	2014	mono	ferroc	140000	1	0	1	0	0	1	1	1	0	1	0	0	0	1	0
2061575661	0	1	23.5				1			14	25	32000	no		1	0	2024	mono	ferroc	32000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2057844253	1	0	36.0	11.0	14.0	euro	1	yard	1	4	10	50000	no	2.75	1	0	2022	brick	ferroc	50000	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1
2061136592	1	0	38.7	15.5	15.5	euro	1	yard	1	17	27	35000	no	2.5	1	1	2013	mono	ferroc	35000	1	1	1	0	0	0	1	1	0	1	0	1	1	1	0
1667238334	0	1	17.0	10.0	7.0	design	нет	both		7	18		no		1	0	2020	mono	ferroc	45000	1	1	1	0	1	0	0	1	0	1	1	1	1	1	1
2061732660	2	0	82.0	45.0	20.0		100000		1	7	20	100000	no		0	1	2005	mono	ferroc	100000	1	0	1	0	0	1	1	1	1	1	1	0	1	1	0
2061098042	0	1	25.0	12.0	5.0	design		yard		2	10	40000	no		1	0	2015	mono	ferroc	40000	0	0	1	0	0	1	1	1	0	1	0	0	0	1	0
2061616187	2	0	48.0			cosm	1	yard		5	5	45000			0	0	1961	panel	ferroc	47500	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0
2061896533	1	0	36.0	19.0	7.0				1	7	9	27000	no		1	1	1976	ferroc	mono	27000	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0
2061854637	3	0	76.0	45.0	10.0	design			1	11	17	65000	no		0	1	2006	mono	ferroc	65000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2061671685	1	0	34.5	19.3						13	18	60000	no	2.5	0	0	2019	mono	ferroc	60000	1	0	1	0	0	1	1	1	1	1	1	0	1	1	0
2061622620	1	0	42.0		18.0	euro			1	2	4	75000	no		0	0	1960	brick	ferroc	65000	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
2062054967	0	1	28.0	18.0	4.0	euro			1	4	14	55000	no		0	0	2018	mono	ferroc	55000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2061473411	4	0	180.0	80.0	80.0	design		yard	1	3	4	230000	no		0	0	2014	brick		230000	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1
2061879780	2	0	70.0	40.0	23.0				1	21	25	80000	no		1	1	2014	brick	ferroc	80000	0	0	1	0	0	0	1	1	0	1	0	0	0	1	0
2061964587	2	0	92.0	49.0	22.0		120000			4	5	120000	no		1	0	1831	brick	mixed	120000	1	0	1	0	0	1	1	1	1	1	0	0	1	1	0
2061623259	1	0	45.0	20.0	12.0	design		yard	1	13	22	69000	no		1	0	2018	mixed	ferroc	69000	0	0	1	0	0	1	1	1	1	1	0	0	0	1	0
2061583314	0	1	26.0	22.0		design		yard		1	5	45000	no		1	0	1905	brick	mixed	45000	1	0	1	0	0	0	1	1	0	1	0	0	0	0	0
2061710366	0	1	26.0	21.0						17	18	44000	no	2.5	0	0	2019	mono	ferroc	44000	1	0	1	0	0	1	0	1	0	1	0	0	1	1	0
2061623260	0	1	28.0	18.0	4.0	design		street		2	6	74000	yes		1	0	1906	brick	ferroc	74000	1	0	1	0	0	0	1	1	1	1	1	0	0	1	0
2061992857	0	1	25.0			euro	1	yard	1	17	29				0	0	2019	mono	ferroc	31000	1	0	0	0	0	0	1	1	1	0	1	0	0	1	0
2061923628	0	1	35.0		5.0	design			1	5	9	80000			0	0	2021	mixed	ferroc	80000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2061380679	2	0	52.0	32.0	6.0	euro		street		7	18	85000	no		0	0	2019	mono	ferroc	75000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2061426010	0	1	17.0			euro				1	5	28000	by_counters		1	0	1880	brick	mixed	27990	0	1	1	0	0	0	1	1	0	1	0	0	0	1	0
2060383083	3	0	57.0	38.0	14.0	euro		yard	1	6	14	60000			0	0	1973	brick	ferroc	60000	1	0	0	0	0	0	1	1	1	1	0	0	1	0	0
2061992632	0	1	25.0	15.0	3.0	euro		yard	1	11	16	40000	no		1	1	2023	mixed	ferroc	40000	0	0	1	0	0	0	1	1	0	1	0	0	0	1	0
2061967957	4	0	165.0	123.0	21.0	design			1	4	6	600000	no		0	0	2018	ferroc	mono	600000	1	0	1	0	0	0	1	1	1	1	0	0	1	0	0
2061334398	2	0	54.0	15.0	20.0	euro	1	yard	1	10	11	100000	yes		1	1	2015	mono	ferroc	95000	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1
2061523612	1	0	35.0	18.0	12.0	design		yard		7	20	65000	no		1	0	2022	mixed	ferroc	65000	0	0	1	0	0	0	1	1	1	1	0	0	0	1	0
2061725622	2	0	58.0	35.0	12.5	design			1	12		110000	no		0	0				110000	0	0	1	0	0	0	1	1	1	1	0	0	1	1	0
2061381115	4	0	230.0	100.0	60.0	design				4		240000	no	3.3	0	0				240000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2062052635	1	0	45.0	22.0	10.0	euro		yard	1	5	11		no	2.72	1	0	2022	mixed	ferroc	65000	0	0	1	0	0	0	1	1	0	1	0	0	0	1	0
2061638484	0	1	28.0	17.0	3.0	euro		yard		5	8	28080	no		1	0	2022	mixed	ferroc	27000	0	0	1	0	0	0	1	1	1	1	0	0	0	0	0
2062079625	0	1	23.9	12.0	6.0	euro	нет	street	1	19	25				0	0	2019	mono	ferroc	32730	0	0	1	0	0	0	1	1	1	1	0	0	1	1	0
2061866704	1	0	92.0	30.0	35.0	design			1	5	7	220000	no		0	0	2008	mono	ferroc	220000	0	0	1	0	0	1	1	1	1	1	0	0	1	1	0
